Date,Rt,Rt upper,Rt lower
2020-03-14,3.80186926089483,4.3204135310254,3.31605019883703
2020-03-15,4.87453609058974,5.34479129731431,4.42565200489206
2020-03-16,4.0108049058301,4.32998158608938,3.70368667594125
2020-03-17,3.88929452259987,4.13476189268947,3.65123860158179
2020-03-18,3.42744423780869,3.61028340646054,3.24929264362404
2020-03-19,2.94632433379509,3.08460153471734,2.81117550424595
2020-03-20,2.53295412414039,2.6412600118688,2.42688507978391
2020-03-21,2.24657760500169,2.33554375818455,2.15931572999693
2020-03-22,2.10522914399745,2.18217497764207,2.02964574628543
2020-03-23,2.0507126275644,2.1194328120571,1.98310966960373
2020-03-24,1.94788959178174,2.00879085996656,1.88791309357456
2020-03-25,1.77863108877314,1.83197158427941,1.72606798492153
2020-03-26,1.7163046635003,1.76502265982549,1.66825922771625
2020-03-27,1.66553996803521,1.71048094466503,1.62118915222097
2020-03-28,1.65657519810556,1.698710079053,1.61496227700642
2020-03-29,1.65318938564821,1.69280022057865,1.61404112281733
2020-03-30,1.56485765313738,1.60112528314053,1.52899985164057
2020-03-31,1.57609468787502,1.61058684020249,1.54197080728254
2020-04-01,1.46830388694371,1.49987818600077,1.4370609032964
2020-04-02,1.41486794468706,1.44449837354813,1.38554039421788
2020-04-03,1.39284142317496,1.42113241969998,1.36483099316685
2020-04-04,1.38539516055132,1.41260022754701,1.35845101455767
2020-04-05,1.30358890532879,1.32904929459774,1.2783713978013
2020-04-06,1.08309887238788,1.10564980137979,1.06077713286021
2020-04-07,0.929530206122379,0.950263170646308,0.909022811457064
2020-04-08,0.906937929066215,0.927634744672133,0.886471439414318
2020-04-09,0.891335785422961,0.912141714168656,0.870766632107752
2020-04-10,0.836534896127129,0.856967700519804,0.816345283184197
2020-04-11,0.799648872308328,0.819991293434152,0.779558491355272
2020-04-12,0.655733451386865,0.674579741545576,0.637150549861278
2020-04-13,0.869775846520026,0.892256925389018,0.847577714784053
2020-04-14,0.922196488133529,0.945765179311722,0.898921147272252
2020-04-15,1.01420037529262,1.03903224218357,0.989664758892545
2020-04-16,0.935400424785453,0.959194264064068,0.911901363967893
2020-04-17,0.835340642587046,0.857910259540954,0.813067794078808
2020-04-18,0.76954964371743,0.791573249750634,0.747832543230043
2020-04-19,0.946662176158512,0.971679062322516,0.921967121399012
2020-04-20,0.902221263667409,0.926845494200175,0.877924063278175
2020-04-21,0.904530034802072,0.929346675131568,0.880044684639338
2020-04-22,0.774132780679195,0.797321808700088,0.751281326324282
2020-04-23,0.748360355572681,0.771658232917389,0.725414764035749
2020-04-24,0.866721159518903,0.892481364963649,0.841333077426654
2020-04-25,0.829385652481415,0.854970067888908,0.804184614953671
2020-04-26,0.715172143613031,0.739295722129009,0.691443298900254
2020-04-27,0.68544321193695,0.70973748386833,0.661566300691859
2020-04-28,0.658934697922963,0.683576982312966,0.634738674449077
2020-04-29,0.659174532429317,0.68471156546712,0.634116273840845
2020-04-30,0.691732851018006,0.718826405250425,0.665152743762367
2020-05-01,0.657102194107568,0.684352182617667,0.630398372018714
2020-05-02,0.686539377918476,0.715330868711907,0.658331320783299
2020-05-03,0.717193015225024,0.747560380715471,0.687446837788741
2020-05-04,0.686654752862901,0.717195730127841,0.656769363798417
2020-05-05,0.678324940030651,0.709597912684703,0.647747262246718
2020-05-06,0.717387323037351,0.750579440003435,0.684935749813834
2020-05-07,0.738634795251753,0.773261248268694,0.704790861228173
2020-05-08,0.764539869406983,0.800636806412696,0.729264380668189
2020-05-09,0.748730968198045,0.785252252875196,0.71306767733264
2020-05-10,0.710035724973236,0.746450926977079,0.674518959999243
2020-05-11,0.743023244253696,0.781324984618422,0.705671196870698
2020-05-12,0.74712783519642,0.78653964119679,0.708715476067804
2020-05-13,0.726991970363216,0.766821261578255,0.68821067746598
2020-05-14,0.737775589536137,0.778964876445586,0.697690167748116
2020-05-15,0.67897821605925,0.719553193867555,0.639565034874859
2020-05-16,0.658779955028736,0.700022388503015,0.618773008558785
2020-05-17,0.666677653007725,0.709640421135882,0.625038570606608
2020-05-18,0.643160572846926,0.686823817032464,0.600912242799821
2020-05-19,0.679200398269151,0.725668103001291,0.634249797516427
2020-05-20,0.740129445163218,0.790198824823277,0.691677038102401
2020-05-21,0.782618411220661,0.835377000690711,0.731557870444789
2020-05-22,0.789953430126051,0.843998337692039,0.737673011355198
2020-05-23,0.779897794970352,0.834615477018429,0.727010637452321
2020-05-24,0.77859157331088,0.834389388957443,0.724699123976112
2020-05-25,0.766655371149196,0.823218250424775,0.712078999213553
2020-05-26,0.745425577879061,0.802483595482693,0.690443905383668
2020-05-27,0.709288661444217,0.766383108846585,0.654375143856248
2020-05-28,0.953315253881171,1.02127842249152,0.887661170409746
2020-05-29,0.993177701960669,1.06294705379333,0.925745262238874
2020-05-30,0.972485649606974,1.04123685397293,0.906051449774075
2020-05-31,0.972290291600116,1.04102768486432,0.905869437416967
2020-06-01,0.916333267047896,0.983198776247553,0.851791249605675
2020-06-02,0.854613104315103,0.919688711638536,0.791893725684474
2020-06-03,0.861790833601885,0.928104278398627,0.797902828545326
2020-06-04,0.589614808278508,0.645512354029971,0.536215542171964
2020-06-05,0.576027467174563,0.633607950985569,0.52115412323778
2020-06-06,0.567794818280858,0.627926824720867,0.51064992860494
2020-06-07,0.554948795944911,0.617277654078799,0.495894103050801
2020-06-08,0.640646694370976,0.710721885960425,0.57416121394838
2020-06-09,0.675296498084093,0.749958421743239,0.604498441364996
2020-06-10,0.684818179594158,0.762355096111223,0.611385565629604
